name,rating,price_level,distance_km,total_reviews
Lopezmouth Patel Tapas,4.8,1,10.92,70
Burkehaven Rodriguez Grill,4.2,2,11.96,16
Knightview Morris Diner,3.9,2,4.51,7
Jordanport Turner Bistro,4.5,3,10.6,32
Kleinchester Griffin Tapas,4.2,1,6.89,43
East Tiffany Taylor Bar,4.9,0,12.54,100
East Nicole Mitchell Lounge,4.2,3,10.94,6
West Michelle Phillips Diner,4.8,3,7.26,15
Lake Dominicshire Porter Bakery,4.7,3,9.7,94
New Robert Thomas Grill,4.6,1,4.19,83
Bakerville Bartlett Café,4.4,2,9.45,32
South Travis Young Lounge,4.6,2,7.33,13
Brianland Zavala Bar,4.4,2,11.69,69
Port Jacobfort Tucker Grill,4.5,2,5.33,73
Susanborough Paul Bar,4.3,2,8.01,8
Briannaville Stewart Tapas,4.7,2,4.26,125
Fischermouth Berry Grill,4.6,1,9.31,67
Adkinsland Joyce Tapas,4.3,3,7.75,60
Maynardfort Armstrong House,4.7,1,8.19,110
Lake Matthew Powell Bakery,4.5,2,13.16,22
Tylerhaven Jenkins Bistro,4.8,2,3.34,13
Marthaberg Waters Bistro,4.5,2,7.25,32
North Thomas Hartman Diner,4.5,3,11.28,5
Rachelshire Duran Eatery,4.3,3,5.7,53
Tanyamouth Hernandez Kitchen,4.3,2,10.34,54
Jeffreyview Garcia Kitchen,3.9,1,9.89,11
North Keith Smith Bistro,4.5,3,7.16,849
Lake Nancy Ferguson Lounge,4.9,1,7.4,34
Matthewhaven Matthews Diner,4.9,3,6.59,12
South Brianhaven Moreno Eatery,4.0,1,5.7,42
East Brycechester Mcgee Bistro,4.9,2,11.43,16
West Emilymouth Monroe Grill,4.8,4,5.97,47
New Anntown Lynch Grill,4.7,2,7.98,111
Lake Elizabeth Marks Grill,4.4,2,9.24,11
Caitlinmouth Chambers Bakery,3.7,3,13.56,42
North Sharimouth Williams Bakery,4.6,2,10.21,220
North Melissaton Thompson Café,4.4,2,9.74,5
Lake Christinabury Clark Tapas,4.5,4,3.77,55
Michaelstad Cooper Bakery,4.5,2,10.7,152
Joshuaville Myers Bar,3.7,3,11.42,22
East Samanthaside Pham Tapas,4.6,2,8.33,46
Daniellemouth Conner Bakery,4.1,3,7.87,53
Robertside Black Kitchen,3.8,3,4.69,370
Olsenside Joseph Eatery,4.2,2,7.98,24
North Amyton Andrews Lounge,4.3,1,8.14,5
Antoniohaven Sanders Café,3.6,4,10.79,31
New Seanfurt Jones Bistro,4.8,1,13.23,77
Patricktown Brooks Grill,4.6,3,2.05,91
North Yvonnehaven Silva Bakery,4.4,3,10.91,26
North Melissa Adams Kitchen,4.8,2,10.38,5
East Crystalport Moore Grill,3.7,2,5.59,5
East Elizabeth Miller Tapas,4.0,1,5.37,7
West Williamborough Walls Eatery,4.3,2,2.83,16
Washingtonview Jackson Tapas,4.3,2,5.7,255
Port Kristyburgh Melendez House,4.2,2,7.72,31
New Wendy Bush Café,4.9,3,8.82,140
Lake Tinaview Velasquez Bakery,4.4,2,4.31,6
Elizabethborough Harris Bakery,3.7,2,10.18,8
Port Amyside Holmes Bakery,4.5,1,6.58,10
South Lydiaburgh Walsh Tapas,4.0,3,12.53,59
East Brittney Hall House,3.6,0,3.5,15
Josephfort Martinez Grill,4.6,3,0.32,77
Nicholasmouth Franklin Café,3.7,1,11.69,145
Allisonberg Barnett Lounge,4.7,2,7.52,5
Darrellstad Harvey Tapas,4.8,2,14.62,91
Jamesville Barry Diner,4.4,2,8.45,20
Port Karen Jones Kitchen,4.7,1,10.68,55
Bakermouth Harper Grill,4.7,2,9.67,23
Courtneyfort Bradshaw Diner,4.0,0,9.74,47
Justinberg Dixon Kitchen,3.7,2,9.93,14
Antoniohaven Ingram Tapas,4.9,2,7.31,20
South Alan Washington Eatery,4.6,2,4.77,49
West Rachelmouth Brooks Kitchen,3.3,1,8.67,35
Zacharystad Mcdaniel Diner,4.9,1,8.95,11
Lisaville Kennedy Bistro,4.6,2,3.13,97
Angelachester Kelly Lounge,4.2,1,10.38,34
Stevenborough Allen Kitchen,3.8,3,10.62,30
Kiaraport Mahoney Tapas,4.3,1,2.8,7
Port Bruce Sheppard Lounge,4.8,2,4.66,8
Juliemouth Harrison Kitchen,4.3,2,6.7,6
South Tony Taylor Grill,4.8,1,12.41,32
New Janetberg Brady Bar,4.0,4,4.5,26
South Scott Warren Bistro,4.1,2,6.37,34
Kathleenborough Ferguson Café,4.7,1,8.19,55
West Jamie Garcia Eatery,4.0,2,11.57,146
Hallfurt Lucas Bakery,4.3,2,7.31,257
Lake Melissa Allen Eatery,3.1,1,5.28,71
Frederickton Mccann Bakery,4.1,3,8.72,6
Dustinberg Miller Bistro,4.4,2,7.33,249
Lauraton Warner Grill,4.7,2,11.49,50
Lindamouth Lee Tapas,4.5,4,7.49,44
South Josephmouth Ramirez Bistro,4.4,2,13.18,8
North Adamfurt Floyd Eatery,4.6,3,9.68,33
Bowersland Long House,4.4,1,10.56,23
North Samuelfurt Harrison Kitchen,4.3,2,8.2,226
Yorkberg Edwards Eatery,4.7,2,8.43,61
Joannaton Allen Tapas,4.7,1,9.23,37
Mitchellbury Williams House,4.9,4,11.11,24
North Luis Howard Eatery,4.5,0,6.7,28
Lake Susan Francis Grill,4.0,2,2.05,450
North William Lucero Kitchen,4.0,1,6.14,1015
Brennanshire Reid Tapas,3.5,3,4.4,6
Lake Jennifer Hughes Lounge,4.6,1,0.54,153
South John Li Bar,4.3,2,3.35,37
East Annettebury Oliver Bakery,4.3,1,2.53,55
East Manuelstad Ellison Bakery,4.0,2,9.66,33
Port Heatherton Velez Diner,4.4,1,4.5,5
Port Christinaton Ford Café,4.3,1,13.13,117
Kimland Crawford House,4.9,2,6.18,26
West Michaeltown Bradley Diner,3.3,2,8.04,12
Christopherfort Johnson Café,4.7,2,8.54,5
New Lindamouth Ross Grill,4.4,3,11.52,49
Campbellchester Miller Eatery,4.1,0,13.99,76
Jenniferton Beck Kitchen,3.8,2,5.44,43
Hallchester Kelly Eatery,4.4,1,7.17,39
Ellentown Anderson Café,4.5,2,12.64,10
Geneton Kelly House,4.9,2,3.95,14
Raybury Thomas Bar,3.3,1,5.63,23
East Michelle Krueger Bar,4.2,3,11.13,116
North Matthewside Hill Bar,4.3,3,5.25,99
Crawfordborough Poole Café,4.6,3,3.28,37
Alvarezberg Vargas Grill,4.5,3,9.37,6
Antonioland Clayton Tapas,4.8,2,6.0,214
Kevinborough Obrien Tapas,4.2,1,0.91,48
Moranville Brown House,4.4,2,3.57,53
New Patrick Sparks Café,4.7,1,4.56,40
Lake Michaelburgh Bass Diner,4.3,4,13.06,116
Lake Darrenmouth Vargas Lounge,4.0,2,7.88,80
New Lorifort Orr Bistro,4.1,4,8.3,18
Briantown Arnold Grill,4.5,2,11.77,129
Port Mary Thompson Kitchen,3.6,2,7.64,226
New Madison Meyer Kitchen,4.3,2,6.52,20
West Debbie Johnson Bakery,3.5,2,9.52,74
Christinafurt Smith Kitchen,4.8,3,10.17,64
Cynthiatown Lopez Bistro,4.8,2,7.67,13
Nicholasshire Brown Grill,4.3,4,6.95,22
Whiteberg Jones Diner,4.2,1,4.14,13
Frederickland Miller Bistro,4.1,2,9.88,53
Patrickstad Hodges Café,4.2,0,8.61,95
Kyleside Miller Diner,3.5,0,3.97,50
Cynthiahaven Patel Bakery,4.7,0,7.07,20
Staffordport Galloway Kitchen,4.6,2,6.39,5
North Aprilton Walker House,4.8,3,9.58,10
Courtneyhaven Gibson Diner,3.4,2,8.16,25
West Amber Perez Eatery,4.8,4,8.58,78
New Kentmouth Gonzalez Bistro,4.3,1,6.01,5
Snowchester Landry Bar,3.4,3,9.95,13
Juliaview Pena House,4.2,2,8.83,14
North Joshuaton Glass Tapas,4.1,2,13.57,17
South Jesusland Ward Café,4.5,2,11.67,42
East Colehaven Butler Bakery,3.7,3,9.12,59
Priceton Davidson Tapas,4.3,1,7.64,13
West Sarahside Allen Bar,4.2,1,12.15,15
New Yvettehaven Garcia Bar,4.9,2,11.29,164
Port Robert Miranda Café,3.8,3,6.91,25
Deleonstad Boyd Tapas,3.8,0,11.71,43
South Stephen Burns Bistro,4.3,2,7.03,43
Mitchellfurt Sullivan House,4.2,1,10.41,42
North Michelle Krueger Grill,4.2,0,6.71,9
Williamville Rice Eatery,3.9,1,4.66,312
Port Christinaborough Stuart House,3.5,1,8.98,5
Brooksport Jones Eatery,3.3,1,13.27,25
New Scottbury Tyler Eatery,4.1,1,5.98,20
Greenburgh Thompson Café,4.3,1,6.94,5
Princehaven Morgan Lounge,4.3,2,6.32,16
Salazarstad Porter Tapas,4.4,2,9.44,167
West Crystalborough Jones Eatery,4.7,1,7.79,35
Sellersside Taylor Tapas,3.8,1,12.45,43
Wesleyville Prince Bakery,4.4,3,6.54,110
South Williamfort Rubio House,4.3,1,5.68,928
Lake Annaville Holland Eatery,4.5,1,11.76,89
Clarkhaven Delacruz Grill,3.9,1,7.06,70
Dylanborough Adams Tapas,4.4,1,6.75,5
West Sarah Mccoy Café,4.5,1,8.96,19
South Sydneyborough Santiago Tapas,4.9,2,7.95,197
Port Nathan Sanders Café,3.9,3,10.59,36
New Michelleville Bautista Tapas,4.8,2,3.92,18
Tiffanyview Brown Bar,3.6,0,0.99,15
Lake Markport Tanner Bistro,4.2,4,9.1,47
Michaelfurt Lang Grill,4.3,3,6.29,29
East Isaacshire Jones Bistro,4.5,1,8.78,41
Port Michaelburgh Lawson Lounge,4.6,4,8.74,36
Port Williamtown Richards Eatery,3.7,1,8.79,6
Wilsonberg Silva House,3.6,2,6.29,24
West Scott Walker Tapas,4.3,2,1.9,47
North Donaldport Martin Bakery,4.5,3,7.66,262
North Joannaville Cook House,4.7,2,7.09,37
Andreaport Walsh Kitchen,4.0,2,9.62,177
Perezshire Smith Bar,4.7,1,10.8,17
Davidtown Collins Lounge,3.9,3,11.37,15
Bushfort Marquez Lounge,4.3,1,11.32,51
East Robert Garrett Café,3.8,1,7.93,33
Allisonton Riley Eatery,4.8,2,8.75,17
Douglasstad George Bakery,3.6,1,6.61,20
Laurenmouth Nicholson Lounge,4.1,2,4.81,96
Gonzalezside Lynn House,4.5,2,3.77,36
Loritown Johnson Tapas,4.3,0,6.28,6
Andrewchester Bell Eatery,4.6,1,13.57,16
Charlesville Fuller Bistro,4.5,3,9.02,8
Port Lawrence Lynch Bistro,3.5,1,2.82,47
Hamiltonport Crane Bakery,4.2,1,10.26,5
East Connieville Castillo Kitchen,4.7,2,6.42,35
Port Mark Garcia Kitchen,4.7,4,6.45,22
Stephaniemouth Good Bar,4.8,3,5.67,34
Lake Stephanie Guzman Grill,4.8,2,9.81,92
Wattsfurt Conway Café,4.2,3,13.75,37
Josephville Dennis Tapas,4.4,1,9.0,92
Tuckerland Reyes Bakery,5.0,3,1.2,451
Sawyerfurt Martinez Eatery,4.0,2,9.47,10
Lake Lisa Brown Grill,3.5,1,3.06,63
Juanland Duncan House,3.9,2,9.56,101
Bowerstown Mendez Bistro,4.2,2,11.41,21
North Paulstad Vasquez Café,4.8,2,8.41,6
New Deborahburgh Martinez Café,3.3,1,0.72,71
Nelsonmouth Gonzalez Eatery,4.8,2,10.05,73
Robertland Gutierrez Kitchen,3.8,4,12.38,24
Sanchezfurt Williams Diner,4.1,2,8.03,5
Melvintown Wilson Eatery,4.0,0,10.06,102
Lake Joseph Brooks Kitchen,4.1,2,9.23,404
West Jay Owens Diner,4.5,2,7.12,12
Joshuaberg Cole Café,4.7,2,12.28,167
Troyport Mcdaniel Bar,5.0,3,6.69,35
Stephanieberg Carney Tapas,4.4,3,9.79,64
New Carl Perez Grill,4.7,3,10.38,39
Lake Ronald Johnson House,3.9,2,6.88,42
Lake Tammie Williams Bakery,3.4,2,9.5,73
Weaverview Sanchez Café,5.0,2,9.38,52
Dustinburgh Obrien Diner,4.1,3,13.15,26
Andersonfurt Vaughn Bistro,4.6,1,12.55,62
Chadhaven Zuniga House,4.2,0,6.12,18
Whitneyton Chapman Lounge,4.0,4,10.34,10
Lake Alexandra Simmons Diner,4.4,2,5.95,22
West Josephfurt Thornton Tapas,4.7,2,12.94,54
Port Michelefurt Lara Bar,4.4,2,3.29,29
Johnsonfurt Miller Tapas,3.9,2,8.85,9
West Haroldland Elliott House,3.8,2,9.1,102
West Martha Keller Diner,4.8,1,6.49,19
Lynchfurt Hudson Kitchen,4.5,2,6.31,14
Jessicaberg Velazquez Kitchen,4.0,2,9.38,17
Dennisbury Reyes Grill,4.7,3,10.84,6
New Carla Martinez Eatery,4.5,2,5.81,31
East Laura Ryan Lounge,3.3,1,3.01,44
East Madeline White Bistro,4.2,2,10.16,17
Kramershire Herrera Bakery,4.1,3,11.23,8
Chaneyfort Wright Kitchen,4.5,1,9.93,123
Lake Tammymouth Parrish Diner,4.6,2,4.24,43
Lake Mikeberg Dixon Grill,4.5,1,3.94,28
Brewerborough Holder Lounge,3.8,2,10.03,44
New Melinda Johnson Diner,4.4,1,10.68,35
Mckenzieland Boyd House,3.7,1,3.15,41
North Alexandrabury Patton Kitchen,3.7,2,11.0,8
New Nicholas Bowman House,4.6,3,5.32,19
Bakerchester Beck Eatery,4.8,1,7.89,73
Port James Yang Bar,4.1,3,7.39,14
Shannonville Flores Lounge,4.9,2,13.81,13
Lake Matthewborough Martin Bakery,4.5,1,10.1,22
Port Tabithaside Johnson Tapas,4.5,1,7.83,11
Victoriabury Booth Eatery,4.6,2,9.99,91
South James Garner Bistro,3.8,2,6.94,18
Phillipsbury Young Kitchen,4.3,2,7.95,114
West Elizabethshire Nichols Lounge,3.7,3,8.04,11
South Lisa Jackson Diner,3.5,1,9.23,45
Smithstad Mendoza Lounge,4.4,3,9.26,98
New Andrea Cox Grill,4.2,1,8.26,38
South Lindsayview Carpenter Bakery,4.7,2,5.5,38
Gentryville Baker Bar,4.7,3,11.83,34
East Desiree Stevenson Bar,3.9,2,8.2,32
West Valerieburgh Snyder Café,4.6,4,9.42,58
North Raymond Doyle Bistro,4.2,2,10.29,10
Lake Ethanburgh Vega Kitchen,4.6,3,8.07,45
Millermouth Jensen Bakery,4.0,1,8.67,31
West Deborahmouth Moreno Bakery,4.3,2,7.43,5
West Anthonyville Barnett Grill,3.5,2,4.64,11
Christopherchester Rasmussen Café,4.5,0,13.71,71
South Destiny Hernandez Tapas,4.8,2,11.45,24
East Sarah Nicholson Grill,4.8,4,9.23,8
South Michaelton Chapman Eatery,4.5,3,12.38,62
Port Michael Fields Eatery,3.9,2,10.44,18
Seanmouth Sullivan Lounge,4.2,2,3.93,74
Lake Bradley Pham Bakery,3.7,3,9.43,15
Briannaport Gallegos Grill,4.1,1,12.47,62
Lake Amy Harrison Grill,4.5,2,4.65,71
Richardport Christensen Bakery,3.8,3,11.53,21
South Brian Ortega Bakery,3.6,3,8.96,57
Kristyton Cunningham Kitchen,4.7,2,11.19,233
West Lucastown Martin Grill,4.7,1,9.65,13
South Kelly Hill Kitchen,4.4,1,13.6,148
Sherryfurt Arellano Lounge,4.5,2,10.91,19
Fordfort Hamilton Bistro,3.9,1,5.41,296
South Crystal Randolph Tapas,4.6,2,11.08,9
Juliemouth Valenzuela Bar,4.8,2,4.35,14
Marktown Werner Eatery,4.4,1,10.14,37
North Randy Noble Bistro,4.2,3,11.27,21
Nicholston Terry Bar,3.1,3,9.31,15
Mendeztown Padilla Bakery,4.6,2,6.74,544
Phillipmouth Stone Bar,3.2,3,6.76,112
South Jeffery Esparza Eatery,4.3,4,2.8,85
Michaelside Mcintosh Tapas,4.8,2,3.69,18
East Alyssaville Smith House,4.5,1,9.15,5
New Baileyview Miller Grill,4.3,2,7.51,46
South Paula Benitez Diner,4.6,2,9.24,43
Gomezville Webb Café,4.7,2,8.92,7
Olsonborough Aguirre Grill,4.5,2,7.55,18
South Rachelside Finley Diner,4.6,2,11.22,158
Reynoldsborough Welch House,4.1,4,10.62,160
Alexisburgh Williams Bar,4.4,2,8.8,69
Brownfurt Martinez Bakery,4.6,2,8.86,78
East Teresa Mckee Bar,4.2,3,12.36,12
Donnafurt Beck Bistro,3.6,2,11.25,11
New Brycetown Kelly Tapas,4.7,1,10.53,9
West John Banks House,4.9,1,1.63,17
Lake Joseph Humphrey Café,4.6,1,8.25,143
North Julieborough Robertson Bakery,4.5,1,0.43,79
Smithside Frey Bistro,4.5,2,11.06,7
Lake Jillport Medina Bar,3.1,2,5.85,54
Brownmouth Garza House,4.7,1,7.34,147
Port Luke Knight Café,4.6,1,3.39,12
Youngbury Dean Lounge,4.6,0,9.76,70
North Susan Moore Tapas,4.5,4,11.24,167
North Jenniferville Nguyen Tapas,4.8,2,6.05,59
Ramirezview Oneal Kitchen,4.8,3,9.8,17
Fuentesberg Smith Café,4.1,2,6.58,53
New Kevinport Snyder Café,4.6,1,5.34,166
Brownbury Smith Bakery,4.3,1,8.71,15
Port Kristenfurt Spencer Bar,3.9,1,4.91,8
West Ginaville Campbell House,4.4,1,9.58,123
Barbarashire Bell Eatery,5.0,3,11.31,54
Mcclurefurt Hernandez Bistro,3.9,1,8.39,63
Lyonston Conley Kitchen,4.2,4,7.97,32
Port Danny Cook Bakery,4.5,1,9.88,11
Rodriguezmouth Smith Tapas,4.1,2,7.97,5
Lambstad Barber Café,4.1,3,10.8,5
New Thomashaven Guerrero Diner,4.0,1,8.3,154
Harrisontown Russell Kitchen,4.8,1,5.69,7
Perezton Wheeler Diner,3.5,2,3.58,79
Williamfurt Delgado Bistro,3.9,2,7.57,48
North Hollymouth Mora Kitchen,4.0,2,9.12,187
Briggsville Mcdonald Bar,4.6,2,11.07,66
Douglasbury Perry Eatery,4.3,2,3.06,36
Danielmouth Miller Lounge,4.4,2,7.53,19
South Veronicastad Bailey Eatery,4.3,1,9.44,55
South Christopher Cline Lounge,4.2,2,5.0,14
West Kellyhaven Freeman Bistro,4.7,1,3.52,9
Mayfort Baker Bakery,4.3,3,12.73,12
Anthonyhaven Payne Eatery,4.4,0,10.32,41
New Cynthiaside Carroll Bistro,4.1,0,5.51,8
Port Michaelshire Valentine Grill,4.5,3,2.46,15
West Ryan Rodgers Lounge,4.1,0,10.4,12
Petersonfurt Stanley Bistro,4.7,1,10.4,93
Lake Valerie Harmon Eatery,3.8,3,5.29,212
West Coreyshire Johnson Eatery,4.5,4,1.26,14
Kennethmouth Thompson Lounge,3.7,3,7.34,87
Gonzalezfurt Carter Grill,3.1,0,9.78,622
Wadefurt Esparza Bistro,4.4,3,10.66,5
Antonioton Pace Lounge,4.8,2,6.85,129
West Davidville Nicholson Café,4.3,0,10.9,31
Martinezfort Ray Lounge,4.3,0,6.29,41
Lake Ryan Skinner Bakery,4.9,2,7.87,63
Smithton Watkins Bakery,3.9,2,1.89,16
Hunterfort Golden Diner,4.5,1,10.49,18
Samanthaborough King Kitchen,4.2,2,5.22,103
Barbarastad White Bar,4.3,3,9.94,5
Millerview Miller Lounge,4.4,1,13.32,17
Sherriside Foster Bakery,4.5,2,5.16,165
Rodneytown Yoder House,4.0,2,7.46,13
Kaitlynstad Graham Bakery,3.4,2,10.74,58
Davidburgh Smith Café,4.4,3,6.14,99
Port Johnny Reed Lounge,4.6,2,10.05,51
North Nicole Thompson House,3.2,3,2.14,20
Lake Curtisland Jenkins Grill,4.3,1,8.33,18
Port Brittanymouth Bailey Café,4.6,2,9.69,30
Robertoborough Haley Bistro,4.6,2,6.51,34
West Amyside Hayden Bar,4.8,1,1.23,38
New Heather King Tapas,4.8,2,12.13,5
South Dakotastad Scott Café,4.3,2,10.05,41
Cherylchester Jackson Tapas,4.1,1,12.16,105
Kathyville Mccarty House,4.7,3,4.73,10
West Rebeccastad Jackson Tapas,4.7,0,6.97,13
Rachelport Green Diner,4.9,2,13.12,58
Port Kristenport Harvey Bistro,4.4,2,8.06,37
Rachelport Green Bistro,4.0,2,12.44,299
East Derekton Sullivan House,4.0,3,6.84,11
Houseview Martinez Tapas,3.4,3,13.74,67
Mccallchester Harris Café,4.8,2,9.57,17
Freemanshire Stevens Eatery,4.5,3,9.75,83
North Scottborough Grant Eatery,3.5,3,3.65,144
Mcintoshborough Dixon Café,4.4,3,6.32,123
Stephensmouth Williams Café,4.7,1,7.31,51
Sherrymouth Preston Lounge,4.6,2,9.7,48
West Tyler Acosta Kitchen,4.7,2,3.68,16
Amyfort Jackson Kitchen,4.2,0,9.06,24
North Elizabethfurt Mendoza Café,3.9,3,7.99,48
Melissaland Church Tapas,4.2,3,5.5,36
New Shirley Rodriguez Grill,4.4,1,10.45,30
Stacymouth Matthews Café,4.8,3,3.15,27
South Frederick Brown Tapas,4.1,1,10.92,178
New Philiphaven Wright House,3.9,2,7.99,5
West Joannshire Knight Bakery,3.8,2,8.84,6
Phyllisport Smith Bistro,4.2,2,5.01,62
West Mary Joseph Eatery,4.7,2,10.91,5
West Jenniferport Anderson Lounge,4.7,2,5.87,67
Kellyville Li Café,4.6,2,11.54,9
Johnnymouth Ellis Diner,4.3,2,5.2,169
North Michael Johnson Eatery,4.8,2,8.12,11
Port Lisa Kelley Café,4.6,0,3.89,27
Port April Chambers Eatery,3.8,3,5.28,6
East Richardland Fuller Tapas,4.1,3,8.08,297
North Carmen Jackson Kitchen,4.2,4,3.76,16
Andrewtown Jarvis Café,4.4,1,9.7,64
West Nicoleberg Kline Grill,4.9,1,6.49,37
Adamsmouth Rice Café,3.8,1,5.51,99
Josephborough Gonzales Kitchen,4.1,1,4.98,24
Erinfurt Edwards Grill,4.8,1,8.1,33
North Laura Stevens Bar,4.4,2,9.62,67
Port Wayne Morrison Bistro,3.7,2,7.31,224
Riveramouth Weber Diner,4.2,2,5.55,33
Patriciabury Barton Eatery,4.9,4,7.43,59
Christophertown Smith Diner,4.5,1,6.69,9
Lake Matthew Mitchell Tapas,4.7,0,5.38,10
Huntertown Ryan Grill,4.7,1,8.4,63
Herringtown Roberts Lounge,3.4,1,10.69,30
Stevenville Webb Kitchen,4.4,2,2.3,10
Danaburgh Brown Eatery,4.1,3,11.36,93
South Lauren Taylor Grill,4.7,1,7.62,38
Alvaradoview Glover Lounge,4.2,2,12.69,24
Port Andrew Torres House,3.8,3,13.77,14
Ashleybury Ortiz Tapas,4.5,3,4.21,71
Gutierreztown Oneal Bar,4.0,2,5.02,5
New Joshuashire Taylor House,4.3,1,1.07,150
Lake Catherine Jackson Bar,4.8,2,9.12,48
North Michaelchester Ayala Diner,4.6,3,7.43,89
Dannyside Green Lounge,3.4,2,3.55,24
West Tiffanyport Newman Café,4.1,3,7.34,38
North Amber Barr Bakery,3.8,4,7.76,376
Lake Jenniferton Francis Eatery,4.0,1,11.94,79
East Nichole Jones Eatery,4.6,3,10.22,49
South Ricky Harper Bistro,4.7,2,10.37,30
New Andrewtown Sanchez Lounge,4.3,0,8.21,35
Beardview Lam Kitchen,4.5,1,7.36,53
Jonesberg Lee Bar,4.5,2,8.9,8
Cooperstad Ryan Bakery,4.5,0,6.17,39
East John Wilkinson Diner,4.6,2,1.39,20
Annafurt Jackson Bakery,3.5,4,8.35,13
Marksborough Oneill Bakery,3.7,2,8.68,17
Mitchellstad Burke Tapas,4.6,1,11.09,41
Rodriguezhaven Sanchez Tapas,3.3,1,7.05,32
North Jason Jacobson House,4.3,3,10.07,10
Romerofort Smith Grill,4.1,2,8.02,254
Jacobfurt Tucker Kitchen,4.9,3,10.13,8
Tonyaside Malone Tapas,4.0,1,13.2,40
West Hannahfurt James Kitchen,4.4,3,10.85,43
Padillastad Flores Bakery,4.1,2,8.04,40
Ryanton Williams Bar,4.5,1,7.94,77
South Jessicahaven Daniel Bistro,4.4,0,4.11,10
West Bonnie Huang Bistro,4.1,1,13.37,57
South Kristin Phelps Eatery,4.5,2,11.35,44
North Jonathan Parker Diner,3.9,2,5.01,44
Hayeschester Smith Bar,4.4,3,9.83,230
Eileenfort Soto Tapas,4.6,0,8.28,30
Valerieview Fischer Lounge,4.4,1,8.32,70
South Douglashaven Atkinson Eatery,4.5,2,11.81,12
West Heather Chavez Kitchen,4.0,4,10.27,25
Clarkburgh Mercado Grill,3.9,4,2.06,43
Perrystad Cruz Café,3.7,3,9.76,6
Saundersburgh Morgan Café,3.2,3,10.71,12
Jeromemouth Webb Diner,3.8,1,6.55,5
Paulbury Wall Bar,4.0,2,9.27,403
East Robertoborough Riddle Lounge,4.7,2,8.66,22
Lake Robinborough Johnson Bar,4.6,4,10.49,175
Allenbury Parker Café,4.6,1,7.92,32
Port Alexandriafort Sherman Bakery,4.7,0,12.08,6
Aaronberg Kramer Diner,4.2,2,3.4,76
South Mitchell Gray Bar,4.3,1,10.34,7
Andreshire Hancock Eatery,3.5,2,8.27,31
Charlesmouth Williams Diner,4.4,2,11.08,63
Williamsville Mason House,4.8,0,9.11,5
Amyfurt Garcia Eatery,3.7,3,9.64,12
Josephville Chavez Tapas,4.8,3,1.68,5
New Lynnport Johnson House,4.2,3,7.04,29
West Sandrafurt Chavez Lounge,3.9,2,9.24,8
Grantbury Cruz House,3.3,1,6.93,17
Elliottshire Hopkins Bakery,4.6,1,11.44,68
Port Kristopherberg Stewart Kitchen,4.9,2,10.51,7
West Josephchester Lee Bistro,4.1,1,6.91,73
Jeffland Williams Café,4.0,3,4.73,100
South Renee Spence Tapas,4.8,3,10.82,384
West Jenniferfurt Newman Eatery,4.0,1,9.6,80
Lake Michael Smith Café,4.7,1,7.38,307
North Amandaview Shah Diner,3.7,2,10.16,7
Dawntown Thompson Lounge,4.5,1,9.57,63
Lake Kaylatown Rocha Bakery,4.4,2,7.77,37
Lambertborough Phillips Café,4.4,0,2.49,43
Jacksonville Horton Eatery,4.3,3,3.21,13
Currymouth Evans Bistro,4.4,2,5.11,42
West Dawn Rogers Café,4.2,2,4.25,216
North Michelle Ramos Diner,4.1,4,7.68,192
West Julian Hernandez Bistro,4.6,1,11.28,22
Port Ann Olsen Grill,4.4,3,3.3,24
South Danielside Miller House,5.0,3,13.01,17
Johnsonmouth Rodriguez Lounge,4.4,2,6.28,206
Lindaville Wilson Kitchen,4.8,2,8.18,9
South Brandon Conrad Bistro,3.5,2,5.37,597
Sampsonfort Hughes Tapas,3.9,2,8.66,50
West Mike Wallace Bar,3.7,4,4.61,112
Toddshire Melton Tapas,4.2,1,10.8,18
Pruittmouth Henry Diner,4.4,3,4.5,109
West Aaronfort Guerrero Diner,4.7,2,5.6,64
Meganville Butler Diner,4.7,2,13.18,12
New Nicholas Mason Kitchen,4.4,4,5.39,10
South Brittany Bell Grill,5.0,2,9.09,136
Amyshire Shaw Bar,3.7,2,10.6,12
New Brandonmouth Sutton Diner,4.7,3,3.62,18
North Andrewland Ray Bistro,4.6,1,8.65,5
East John Smith Bistro,3.4,1,12.06,26
North Thomasville Davis Bistro,4.9,4,10.53,63
Lake Troytown Ferguson Café,4.7,0,3.86,118
Johnathanport Gomez Kitchen,4.5,0,9.25,35
Juliatown Curtis Tapas,4.7,1,5.71,133
Ellisborough Turner Diner,4.6,3,6.47,29
Davisberg Jimenez Diner,4.3,3,10.36,8
Victorside Harris House,4.4,2,6.76,16
New Alexander Williams Bakery,4.5,1,10.15,70
Perezbury Wells Bakery,4.3,2,1.62,5
East Jennifer Rodriguez Bistro,3.9,1,8.54,142
South Deanna Santos Tapas,4.8,2,11.44,58
New Scottfort Turner Diner,4.7,2,3.58,56
Freyberg Perez Kitchen,4.1,1,12.36,20
East Laura Hodge Eatery,4.6,2,3.75,15
North Jennifer Perez Eatery,4.9,1,3.31,60
New Davidmouth Larsen Kitchen,4.3,3,11.33,449
Port Normantown Herrera House,4.8,1,9.59,85
Carlshire Atkins Grill,3.7,1,7.23,33
South Traci Short Tapas,4.2,2,3.84,28
North Joanna Hodge Eatery,2.4,2,11.64,41
East Thomasville Carter Café,3.8,3,0.3,10
Jamesberg King Eatery,4.0,1,4.85,9
